rsi_10,willr_10,macd_macd,cci_10,mom_10,stoch_slowk,stoch_slowd,sma_5,sma_10,wma_10,ema_10,trima_10,adx_10,bbands_upperband,bbands_lowerband,roc_10,aroon_aroondown,aroon_aroonup,label
34.467062738788314,-81.07185526540236,-0.16826023914713772,-105.14049043656553,-0.3878999999999948,11.552325447979465,16.729378864148405,57.41981999999998,57.559159999999984,57.47308363636365,57.50423843158119,57.56444333333335,35.92485451689508,57.920657410241745,57.197662589758224,-0.671642953982321,100.0,10.0,0
33.813895175882955,-83.09909268813401,-0.16980328015591084,-81.05453565793304,-0.41960000000000264,19.373934464691363,15.60833505736982,57.38021999999999,57.51719999999999,57.43507272727275,57.47621326220279,57.51139666666669,37.080393505265505,57.86846828494575,57.16593171505423,-0.7263323160757285,90.0,0.0,0
27.01623903891872,-100.0,-0.18423383046014408,-108.61506359741269,-0.5859000000000023,18.061403508772436,16.329221140481096,57.28995999999999,57.45861,57.37014545454547,57.418738123620464,57.450693333333355,39.137184645225055,57.832410272344966,57.084809727655035,-1.0146157309597226,100.0,10.0,1
34.89240578866585,-83.13803074113349,-0.18523173932573656,-94.49510734820402,-0.52259999999999,22.46778925883549,19.967709077433103,57.282039999999995,57.406349999999996,57.334580000000024,57.39042210114402,57.393156666666684,41.03820893860167,57.72468714518813,57.088012854811865,-0.9043775611916938,100.0,0.0,0
32.495465315093746,-89.23435678196684,-0.18895224639336305,-89.03653974076224,-0.4433999999999969,20.9942875253041,20.507826764304017,57.267779999999995,57.36201,57.297007272727285,57.35574535548147,57.349343333333344,41.77500711315639,57.65888684248733,57.06513315751267,-0.7692160900437339,100.0,0.0,1
40.953862061437384,-64.50692746536289,-0.18023694855297379,-45.46549384173732,-0.2295999999999978,42.564371725403205,28.675482836514277,57.25827999999999,57.33905,57.289096363636375,57.34897347266666,57.31635000000002,41.854168973728534,57.609110485824765,57.068989514175236,-0.3989706002457072,90.0,0.0,1
48.993619477372015,-37.10268948655223,-0.1606253967002118,61.21252920445606,-0.09509999999999508,57.31818081955287,40.29228002342007,57.27885999999999,57.329539999999994,57.30981454545456,57.36788738672727,57.29285666666669,38.828998958201375,57.575067973170476,57.08401202682951,-0.16525306656517413,80.0,20.0,0
46.51365498208848,-46.760391198044324,-0.14721092847710793,99.89350372737754,-0.20580000000000354,74.91090396427641,58.26448550307751,57.32795999999998,57.30896,57.32364363636365,57.37474422550413,57.284146666666686,36.10634594422693,57.479623017684666,57.13829698231533,-0.3572209666836801,70.0,10.0,0
38.249150380168054,-77.76530039303765,-0.1495498957840553,-33.343585012042475,-0.07909999999999684,60.752386299831414,64.32715702788691,57.32005999999999,57.30105000000001,57.30810545454546,57.34724527541247,57.28916333333336,36.1601158798194,57.47932164104569,57.12277835895433,-0.13803911166333505,60.0,0.0,0
38.249150380168054,-77.76530039303765,-0.14967814771076604,-63.20415446872003,-0.04749999999999943,38.072503575518375,57.911931279875404,57.32481999999999,57.296300000000016,57.294005454545456,57.32474613442838,57.29629333333336,36.208508821852625,57.479970705339305,57.11262929466073,-0.08293900927170972,50.0,70.0,1
58.185451842084944,-1.6359494719402234,-0.11649910693869003,137.35155967072086,0.25329999999999586,46.38951994353145,48.404803272960415,57.384979999999985,57.32163000000001,57.35273272727273,57.37830138271413,57.315826666666695,33.55070126755073,57.588007282063984,57.05525271793604,0.4415507443433331,40.0,100.0,0
58.185451842084944,-11.759242058331449,-0.08917650682450784,158.10174800682768,0.269200000000005,68.27300922924907,50.91167758276631,57.41823999999998,57.34855000000001,57.40685454545455,57.42211931312974,57.342486666666694,31.70400572578575,57.669761559567156,57.027338440432864,0.4693976122099208,30.0,100.0,0
50.18529911719282,-41.166635704995024,-0.07938157503335219,81.98464484226595,0.3009000000000128,81.26079918271478,65.30777611849844,57.42931999999998,57.37864000000002,57.4273,57.429188528924335,57.367563333333365,29.035344068098084,57.679319020878815,57.07796097912122,0.5264161539255685,20.0,90.0,0
44.415742624778325,-66.17127995541547,-0.08154017177779593,-0.15137463089974307,0.06339999999998724,57.237000141688725,68.92360285121754,57.44989999999998,57.38498000000002,57.41780181818183,57.410499705483545,57.387886666666695,27.04218627892081,57.67821992633519,57.09174007366485,0.11071721705113724,10.0,80.0,1
52.297425135544216,-34.85167464114796,-0.06841382823822073,30.033626949169303,0.3008000000000024,48.28020165279415,62.2593336590659,57.50529999999998,57.41506000000002,57.43880545454547,57.42686339539563,57.418760000000034,24.951491739231265,57.68704695850406,57.143073041495974,0.5258768839696781,0.0,70.0,1
55.18878468403765,-21.20574162679376,-0.051662261895387473,99.41450531927373,0.25330000000000297,52.27362933074982,52.59694370841092,57.495799999999974,57.44039000000002,57.467303636363646,57.4532155053237,57.447256666666696,23.239531776978186,57.718792420240305,57.16198757975974,0.44191665867041596,30.0,60.0,0
40.836123855838665,-92.42105263157895,-0.06763226248837384,-70.2615821703092,-0.25330000000000297,43.527857259237464,48.027229414260496,57.411879999999975,57.415060000000025,57.42354181818182,57.40712177708303,57.45174000000002,22.989690531722918,57.72819022465411,57.101929775345944,-0.4408821123353057,20.0,50.0,1
43.27647535845989,-72.97712529873723,-0.07495425996164329,-112.68426751062236,-0.15050000000000097,32.710831732365776,42.83743944078437,57.370699999999964,57.40001000000002,57.39445818181817,57.37948145397702,57.44381666666669,23.507790880269077,57.72764334933254,57.07237665066751,-0.2621695444346872,100.0,40.0,0
